"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.156396917E0,-5.373825073E-2,6.541397095E-2,9.793534241E0
3.166382917E0,-6.810836792E-2,7.649093628E-2,9.790091400E0
3.176368917E0,-7.035369873E-2,8.427474976E-2,9.799970856E0
3.186354917E0,-7.858657837E-2,6.810836792E-2,9.811496887E0
3.196340917E0,-7.095245361E-2,7.349716187E-2,9.804012451E0
3.206326917E0,-7.080276489E-2,8.412506104E-2,9.798473969E0
3.216312917E0,-7.110214233E-2,8.038284302E-2,9.812694397E0
3.226298917E0,-8.502319336E-2,7.888595581E-2,9.791139221E0
3.236284917E0,-7.783813477E-2,8.068222046E-2,9.799222412E0
3.246270917E0,-6.855743408E-2,7.918533325E-2,9.793833618E0
3.256256917E0,-6.750961304E-2,7.723937988E-2,9.795929260E0
3.266242917E0,-8.367599487E-2,8.322692871E-2,9.808503113E0
3.276228917E0,-7.454498291E-2,7.529342651E-2,9.795779572E0
3.286214917E0,-7.050338745E-2,8.008346558E-2,9.795929260E0
3.296201917E0,-7.768844604E-2,9.160949707E-2,9.803713074E0
3.306187917E0,-7.289840698E-2,7.948471069E-2,9.785750427E0
3.316173917E0,-7.185058594E-2,7.304809570E-2,9.790540466E0
3.326159917E0,-6.750961304E-2,7.469467163E-2,9.783505096E0
3.336145917E0,-5.897735596E-2,7.409591675E-2,9.784103851E0
3.346131917E0,-7.379653931E-2,7.679031372E-2,9.788145447E0
3.356117917E0,-7.873626709E-2,7.334747314E-2,9.791588287E0
3.366103917E0,-7.185058594E-2,7.439529419E-2,9.811646576E0
3.376089917E0,-7.873626709E-2,7.424560547E-2,9.789792023E0
3.386075917E0,-7.589218140E-2,7.244934082E-2,9.808802490E0
3.396061917E0,-5.418731689E-2,7.349716187E-2,9.795629883E0
3.406047917E0,-7.589218140E-2,7.095245361E-2,9.796677704E0
3.416033917E0,-7.274871826E-2,7.888595581E-2,9.788893890E0
3.426019917E0,-7.214996338E-2,8.187973022E-2,9.799671478E0
3.436005917E0,-7.140151978E-2,8.173004150E-2,9.799222412E0
3.445991917E0,-6.915618896E-2,9.011260986E-2,9.798174591E0
3.455978917E0,-7.289840698E-2,7.155120850E-2,9.781259766E0
3.465964917E0,-7.544311523E-2,8.113128662E-2,9.782756653E0
3.475950917E0,-8.262817383E-2,7.903564453E-2,9.802365875E0
3.485936917E0,-8.038284302E-2,7.544311523E-2,9.801467743E0
3.495922917E0,-7.469467163E-2,7.948471069E-2,9.790839844E0
3.505908917E0,-7.544311523E-2,7.783813477E-2,9.790989532E0
3.515894917E0,-7.334747314E-2,8.382568359E-2,9.806407471E0
3.525880917E0,-8.322692871E-2,7.274871826E-2,9.791288910E0
3.535866917E0,-7.544311523E-2,7.394622803E-2,9.790989532E0
3.545852917E0,-7.229965210E-2,8.277786255E-2,9.793833618E0
3.555838917E0,-6.840774536E-2,7.888595581E-2,9.798923035E0
3.565824917E0,-8.607101440E-2,8.936416626E-2,9.796528015E0
3.575810917E0,-8.158035278E-2,7.544311523E-2,9.797875214E0
3.585796917E0,-7.454498291E-2,8.457412720E-2,9.787846069E0
3.595782917E0,-7.454498291E-2,8.412506104E-2,9.796528015E0
3.605769917E0,-7.948471069E-2,8.232879639E-2,9.794432373E0
3.615755917E0,-8.307723999E-2,8.217910767E-2,9.792336731E0
3.625741917E0,-7.813751221E-2,7.768844604E-2,9.784852295E0
3.635727917E0,-8.547225952E-2,6.960525513E-2,9.793833618E0
3.645713917E0,-6.526428223E-2,8.247848511E-2,9.786947937E0
3.655699917E0,-7.274871826E-2,7.065307617E-2,9.796827393E0
3.665685917E0,-8.143066406E-2,7.274871826E-2,9.788295135E0
3.675671917E0,-7.379653931E-2,7.559280396E-2,9.796078949E0
3.685657917E0,-7.649093628E-2,8.053253174E-2,9.798623657E0
3.695643917E0,-7.274871826E-2,7.080276489E-2,9.791588287E0
3.705629917E0,-7.723937988E-2,7.200027466E-2,9.786648560E0
3.715615917E0,-6.735992432E-2,7.993377686E-2,9.795330505E0
3.725601917E0,-6.795867920E-2,8.427474976E-2,9.789043579E0
3.735587917E0,-7.379653931E-2,6.810836792E-2,9.787397003E0
3.745573917E0,-7.843688965E-2,6.825805664E-2,9.787397003E0
3.755559917E0,-8.128097534E-2,8.217910767E-2,9.793983307E0
3.765546917E0,-8.307723999E-2,7.783813477E-2,9.808054047E0
3.775532917E0,-8.337661743E-2,8.532257080E-2,9.791737976E0
3.785518917E0,-6.960525513E-2,8.187973022E-2,9.796827393E0
3.795504917E0,-6.885681152E-2,9.026229858E-2,9.811197510E0
3.805490917E0,-6.676116943E-2,8.891510010E-2,9.790690155E0
3.815476958E0,-6.691085815E-2,8.442443848E-2,9.800120544E0
3.825462958E0,-6.182144165E-2,6.960525513E-2,9.791438599E0
3.835448958E0,-7.858657837E-2,8.008346558E-2,9.783654785E0
3.845434958E0,-8.232879639E-2,8.053253174E-2,9.799372101E0
3.855420958E0,-7.514373779E-2,6.870712280E-2,9.802365875E0
3.865406958E0,-6.122268677E-2,8.247848511E-2,9.801018677E0
3.875392958E0,-6.990463257E-2,8.427474976E-2,9.799222412E0
3.885378958E0,-8.771759033E-2,8.337661743E-2,9.782157898E0
3.895364958E0,-7.454498291E-2,8.696914673E-2,9.795480194E0
3.905350958E0,-7.379653931E-2,8.382568359E-2,9.800270233E0
3.915337958E0,-6.706054688E-2,8.292755127E-2,9.795929260E0
3.925323958E0,-7.454498291E-2,8.083190918E-2,9.787846069E0
3.935309958E0,-7.229965210E-2,7.858657837E-2,9.790390778E0
3.945295958E0,-7.619155884E-2,7.110214233E-2,9.795629883E0
3.955281958E0,-8.726852417E-2,8.547225952E-2,9.791887665E0
3.965267958E0,-7.394622803E-2,8.487350464E-2,9.790241089E0
3.975253958E0,-6.810836792E-2,8.517288208E-2,9.788145447E0
3.985239958E0,-6.541397095E-2,8.113128662E-2,9.781259766E0
3.995225958E0,-8.158035278E-2,8.637039185E-2,9.794731750E0
4.005211958E0,-7.484436035E-2,8.816665649E-2,9.792935486E0
4.015197958E0,-7.828720093E-2,7.978408813E-2,9.803413696E0
4.025183958E0,-8.307723999E-2,7.559280396E-2,9.818083191E0
4.035169958E0,-6.960525513E-2,7.439529419E-2,9.798923035E0
4.045155958E0,-6.451583862E-2,8.262817383E-2,9.796827393E0
4.055141958E0,-7.664062500E-2,6.885681152E-2,9.797126770E0
4.065127958E0,-7.948471069E-2,7.738906860E-2,9.794881439E0
4.075113958E0,-7.439529419E-2,6.735992432E-2,9.798473969E0
4.085100958E0,-7.828720093E-2,8.277786255E-2,9.796677704E0
4.095086958E0,-8.427474976E-2,8.008346558E-2,9.798923035E0
4.105072958E0,-7.813751221E-2,8.277786255E-2,9.793833618E0
4.115058958E0,-8.053253174E-2,7.259902954E-2,9.800868988E0
4.125044958E0,-7.229965210E-2,8.412506104E-2,9.792636108E0
4.135030958E0,-7.200027466E-2,7.319778442E-2,9.800719299E0
4.145016958E0,-6.915618896E-2,7.723937988E-2,9.801617432E0
4.155002958E0,-7.768844604E-2,8.232879639E-2,9.802216187E0
4.164988958E0,-7.469467163E-2,6.661148071E-2,9.788444824E0
4.174974958E0,-6.571334839E-2,7.080276489E-2,9.798923035E0
4.184960958E0,-6.691085815E-2,7.050338745E-2,9.784103851E0
4.194946958E0,-6.421646118E-2,7.544311523E-2,9.790690155E0
4.204932958E0,-6.885681152E-2,7.978408813E-2,9.793234863E0
4.214918958E0,-7.529342651E-2,7.349716187E-2,9.790690155E0
4.224904958E0,-7.125183105E-2,7.334747314E-2,9.790091400E0
4.234890958E0,-7.214996338E-2,8.607101440E-2,9.787247314E0
4.244876958E0,-7.873626709E-2,7.723937988E-2,9.784103851E0
4.254863958E0,-7.214996338E-2,8.053253174E-2,9.792187042E0
4.264849958E0,-6.661148071E-2,8.232879639E-2,9.767937469E0
4.274835958E0,-7.679031372E-2,6.601272583E-2,9.785451050E0
4.284821958E0,-7.559280396E-2,9.011260986E-2,9.785451050E0
4.294807958E0,-6.930587769E-2,9.580078125E-2,9.792187042E0
4.304793958E0,-7.469467163E-2,7.963439941E-2,9.783355408E0
4.314779958E0,-8.622070312E-2,8.382568359E-2,9.787397003E0
4.324765958E0,-7.229965210E-2,7.364685059E-2,9.796228638E0
4.334751958E0,-7.214996338E-2,7.978408813E-2,9.802964630E0
4.344737958E0,-8.562194824E-2,8.741821289E-2,9.781858521E0
4.354723958E0,-8.607101440E-2,7.888595581E-2,9.799970856E0
4.364709958E0,-7.125183105E-2,7.349716187E-2,9.811197510E0
4.374695958E0,-6.840774536E-2,7.544311523E-2,9.804012451E0
4.384681958E0,-7.439529419E-2,7.798782349E-2,9.803862762E0
4.394667958E0,-7.634124756E-2,8.023315430E-2,9.796677704E0
4.404653958E0,-7.828720093E-2,7.259902954E-2,9.795031128E0
4.414640958E0,-7.439529419E-2,7.020401001E-2,9.795629883E0
4.424626958E0,-7.499404907E-2,7.963439941E-2,9.791288910E0
4.434612958E0,-7.469467163E-2,8.068222046E-2,9.798473969E0
4.444598958E0,-8.367599487E-2,6.810836792E-2,9.785451050E0
4.454584958E0,-8.307723999E-2,7.514373779E-2,9.793833618E0
4.464570958E0,-5.942642212E-2,8.187973022E-2,9.808503113E0
4.474556958E0,-7.244934082E-2,6.765930176E-2,9.788444824E0
4.484542958E0,-7.289840698E-2,7.095245361E-2,9.795929260E0
4.494528958E0,-7.738906860E-2,7.125183105E-2,9.796228638E0
4.504514958E0,-8.442443848E-2,7.439529419E-2,9.801916809E0
4.514500958E0,-8.068222046E-2,9.460327148E-2,9.783654785E0
4.524486958E0,-7.933502197E-2,7.214996338E-2,9.794282684E0
4.534472958E0,-7.304809570E-2,7.110214233E-2,9.791139221E0
4.544458958E0,-8.098159790E-2,7.649093628E-2,9.783355408E0
4.554444958E0,-7.364685059E-2,7.694000244E-2,9.786199493E0
4.564430958E0,-7.304809570E-2,7.274871826E-2,9.789792023E0
4.574416958E0,-7.993377686E-2,7.544311523E-2,9.796827393E0
4.584403958E0,-7.110214233E-2,6.885681152E-2,9.787546692E0
4.594389958E0,-7.259902954E-2,7.364685059E-2,9.789193268E0
4.604375958E0,-8.143066406E-2,7.589218140E-2,9.816137238E0
4.614361958E0,-7.065307617E-2,8.128097534E-2,9.798623657E0
4.624347958E0,-7.708969116E-2,8.023315430E-2,9.789642334E0
4.634333958E0,-7.888595581E-2,7.214996338E-2,9.786798248E0
4.644319958E0,-6.765930176E-2,7.050338745E-2,9.791887665E0
4.654305958E0,-8.337661743E-2,8.173004150E-2,9.796228638E0
4.664291958E0,-7.888595581E-2,7.140151978E-2,9.794432373E0
4.674277958E0,-6.855743408E-2,7.229965210E-2,9.788594513E0
4.684263958E0,-6.840774536E-2,8.951385498E-2,9.800120544E0
4.694249958E0,-7.469467163E-2,8.532257080E-2,9.794731750E0
4.704235958E0,-8.187973022E-2,8.292755127E-2,9.792187042E0
4.714221958E0,-7.454498291E-2,7.649093628E-2,9.791737976E0
4.724207958E0,-7.918533325E-2,7.649093628E-2,9.796078949E0
4.734193958E0,-7.484436035E-2,7.289840698E-2,9.796977081E0
4.744179958E0,-8.337661743E-2,7.170089722E-2,9.778565369E0
4.754166958E0,-7.888595581E-2,6.750961304E-2,9.782756653E0
4.764152958E0,-5.822891235E-2,8.472381592E-2,9.777068481E0
4.774138958E0,-8.397537231E-2,8.502319336E-2,9.795180817E0
4.784124958E0,-1.017883301E-1,8.247848511E-2,9.813143463E0
4.794110958E0,-8.711883545E-2,7.858657837E-2,9.795330505E0
4.804096958E0,-7.020401001E-2,9.116043091E-2,9.777816925E0
4.814082958E0,-5.583389282E-2,7.170089722E-2,9.799222412E0
4.824069167E0,-7.304809570E-2,7.364685059E-2,9.781110077E0
4.834055167E0,-7.664062500E-2,7.289840698E-2,9.794432373E0
4.844041167E0,-8.382568359E-2,7.274871826E-2,9.780361633E0
4.854027167E0,-9.041198730E-2,9.684860229E-2,9.798174591E0
4.864013167E0,-7.858657837E-2,8.816665649E-2,9.817933502E0
4.873999167E0,-5.972579956E-2,6.780899048E-2,9.782157898E0
4.883985167E0,-6.541397095E-2,5.583389282E-2,9.799521790E0
4.893971167E0,-9.011260986E-2,7.499404907E-2,9.808353424E0
4.903957167E0,-7.334747314E-2,1.002914429E-1,9.790989532E0
4.913943167E0,-8.337661743E-2,7.649093628E-2,9.792636108E0
4.923929167E0,-7.289840698E-2,7.005432129E-2,9.789193268E0
4.933916167E0,-6.256988525E-2,6.885681152E-2,9.798923035E0
4.943902167E0,-7.020401001E-2,6.810836792E-2,9.795929260E0
4.953888167E0,-7.349716187E-2,8.936416626E-2,9.787546692E0
4.963874167E0,-8.801696777E-2,7.574249268E-2,9.792037354E0
4.973860167E0,-8.038284302E-2,8.397537231E-2,9.791288910E0
4.983846167E0,-6.556365967E-2,7.514373779E-2,9.800120544E0
4.993832167E0,-6.526428223E-2,7.244934082E-2,9.780810699E0
5.003818167E0,-6.885681152E-2,7.394622803E-2,9.799222412E0
5.013804167E0,-8.981323242E-2,7.170089722E-2,9.801767120E0
5.023790167E0,-7.723937988E-2,8.023315430E-2,9.792636108E0
5.033776167E0,-7.125183105E-2,6.915618896E-2,9.794582062E0
5.043762167E0,-6.810836792E-2,6.915618896E-2,9.800569611E0
5.053748167E0,-5.912704468E-2,7.439529419E-2,9.795629883E0
5.063734167E0,-7.918533325E-2,9.101074219E-2,9.786349182E0
5.073720167E0,-8.397537231E-2,9.415420532E-2,9.782606964E0
5.083706167E0,-8.232879639E-2,7.768844604E-2,9.785001984E0
5.093692167E0,-7.170089722E-2,7.978408813E-2,9.785451050E0
5.103679167E0,-6.376739502E-2,6.047424316E-2,9.796677704E0
5.113665167E0,-6.601272583E-2,7.604187012E-2,9.784103851E0
5.123651167E0,-7.978408813E-2,8.217910767E-2,9.792935486E0
5.133637167E0,-7.978408813E-2,7.424560547E-2,9.797725525E0
5.143623167E0,-7.259902954E-2,7.843688965E-2,9.799671478E0
5.153609167E0,-7.065307617E-2,8.517288208E-2,9.788444824E0
5.163595167E0,-7.020401001E-2,6.691085815E-2,9.784103851E0
5.173581167E0,-6.541397095E-2,7.334747314E-2,9.795180817E0
5.183567167E0,-7.738906860E-2,8.128097534E-2,9.794132996E0
5.193553167E0,-7.978408813E-2,7.634124756E-2,9.797276459E0
5.203539167E0,-7.364685059E-2,8.996292114E-2,9.799671478E0
5.213525167E0,-6.346801758E-2,6.885681152E-2,9.786798248E0
5.223511167E0,-6.780899048E-2,6.750961304E-2,9.790390778E0
5.233497167E0,-8.367599487E-2,7.589218140E-2,9.785451050E0
5.243483167E0,-8.083190918E-2,8.681945801E-2,9.800120544E0
5.253469167E0,-8.726852417E-2,6.691085815E-2,9.779164124E0
5.263455167E0,-7.529342651E-2,6.870712280E-2,9.793085175E0
5.273441167E0,-5.867797852E-2,6.676116943E-2,9.790690155E0
5.283427167E0,-6.945556641E-2,7.559280396E-2,9.798923035E0
5.293414167E0,-7.634124756E-2,7.499404907E-2,9.811496887E0
5.303400167E0,-7.589218140E-2,8.083190918E-2,9.791288910E0
5.313386167E0,-7.559280396E-2,7.514373779E-2,9.782307587E0
5.323372167E0,-7.110214233E-2,6.930587769E-2,9.788444824E0
5.333358167E0,-7.110214233E-2,8.307723999E-2,9.794731750E0
5.343344167E0,-6.676116943E-2,8.173004150E-2,9.779762878E0
5.353330167E0,-6.586303711E-2,8.741821289E-2,9.797276459E0
5.363316167E0,-7.694000244E-2,7.948471069E-2,9.795031128E0
5.373302167E0,-8.352630615E-2,8.023315430E-2,9.788744202E0
5.383288167E0,-7.649093628E-2,7.394622803E-2,9.792187042E0
5.393274167E0,-6.556365967E-2,7.918533325E-2,9.783355408E0
5.403260167E0,-7.484436035E-2,8.217910767E-2,9.794432373E0
5.413246167E0,-8.681945801E-2,8.098159790E-2,9.790839844E0
5.423232167E0,-7.529342651E-2,8.337661743E-2,9.785301361E0
5.433218167E0,-7.379653931E-2,7.978408813E-2,9.783804474E0
5.443204167E0,-6.376739502E-2,7.244934082E-2,9.789792023E0
5.453190167E0,-7.065307617E-2,9.175918579E-2,9.784852295E0
5.463177167E0,-8.008346558E-2,6.586303711E-2,9.787397003E0
5.473163167E0,-7.484436035E-2,6.286926270E-2,9.799970856E0
5.483149167E0,-8.008346558E-2,7.529342651E-2,9.805958405E0
5.493135167E0,-8.876541138E-2,9.056167603E-2,9.786947937E0
5.503121167E0,-6.930587769E-2,8.427474976E-2,9.790989532E0
5.513107167E0,-7.918533325E-2,8.951385498E-2,9.789193268E0
5.523093167E0,-7.604187012E-2,8.966354370E-2,9.791737976E0
5.533079167E0,-6.975494385E-2,7.005432129E-2,9.783654785E0
5.543065167E0,-6.646179199E-2,7.978408813E-2,9.790390778E0
5.553051167E0,-7.694000244E-2,7.140151978E-2,9.788295135E0
5.563037167E0,-7.259902954E-2,7.439529419E-2,9.781708832E0
5.573023167E0,-8.966354370E-2,7.050338745E-2,9.797875214E0
5.583009167E0,-7.798782349E-2,7.798782349E-2,9.804311829E0
5.592995167E0,-7.649093628E-2,8.173004150E-2,9.791139221E0
5.602981167E0,-8.711883545E-2,7.993377686E-2,9.790241089E0
5.612967167E0,-7.634124756E-2,7.993377686E-2,9.793833618E0
5.622953167E0,-6.466552734E-2,7.903564453E-2,9.792636108E0
5.632940167E0,-6.735992432E-2,8.547225952E-2,9.804910583E0
5.642926167E0,-8.337661743E-2,7.888595581E-2,9.781259766E0
5.652912167E0,-6.676116943E-2,8.846603394E-2,9.798174591E0
5.662898167E0,-7.604187012E-2,8.382568359E-2,9.793384552E0
5.672884167E0,-8.951385498E-2,8.083190918E-2,9.791438599E0
5.682870167E0,-6.975494385E-2,8.816665649E-2,9.788145447E0
5.692856167E0,-7.170089722E-2,6.945556641E-2,9.794432373E0
5.702842167E0,-8.202941895E-2,7.200027466E-2,9.794282684E0
5.712828167E0,-6.646179199E-2,7.679031372E-2,9.802216187E0
5.722814167E0,-7.544311523E-2,8.711883545E-2,9.792486420E0
5.732800167E0,-7.634124756E-2,7.469467163E-2,9.797126770E0
5.742786167E0,-8.038284302E-2,8.023315430E-2,9.801617432E0
5.752772167E0,-6.795867920E-2,7.978408813E-2,9.789043579E0
5.762758167E0,-6.960525513E-2,8.053253174E-2,9.793534241E0
5.772744167E0,-7.439529419E-2,8.711883545E-2,9.789193268E0
5.782730167E0,-8.472381592E-2,8.831634521E-2,9.783654785E0
5.792716167E0,-8.502319336E-2,8.023315430E-2,9.787247314E0
5.802702167E0,-7.574249268E-2,7.798782349E-2,9.789193268E0
5.812689167E0,-8.202941895E-2,8.068222046E-2,9.800270233E0
5.822675417E0,-6.526428223E-2,8.532257080E-2,9.807155914E0
5.832661417E0,-8.786727905E-2,7.020401001E-2,9.801318054E0
5.842647417E0,-8.158035278E-2,8.023315430E-2,9.793983307E0
5.852633417E0,-7.110214233E-2,8.083190918E-2,9.778415680E0
5.862619417E0,-6.915618896E-2,7.604187012E-2,9.792187042E0
5.872605417E0,-7.379653931E-2,7.125183105E-2,9.794432373E0
5.882591417E0,-8.502319336E-2,8.307723999E-2,9.792037354E0
5.892577417E0,-8.696914673E-2,7.978408813E-2,9.796827393E0
5.902563417E0,-9.026229858E-2,7.050338745E-2,9.793085175E0
5.912549417E0,-7.364685059E-2,7.035369873E-2,9.796977081E0
5.922535417E0,-6.661148071E-2,7.140151978E-2,9.789642334E0
5.932521417E0,-6.092330933E-2,7.918533325E-2,9.796977081E0
5.942507417E0,-7.843688965E-2,8.666976929E-2,9.803563385E0
5.952493417E0,-7.828720093E-2,8.816665649E-2,9.803563385E0
5.962479417E0,-7.589218140E-2,7.813751221E-2,9.787846069E0
5.972465417E0,-7.559280396E-2,6.256988525E-2,9.792935486E0
5.982451417E0,-6.765930176E-2,7.214996338E-2,9.796977081E0
5.992438417E0,-7.304809570E-2,9.160949707E-2,9.785301361E0
6.002424417E0,-7.649093628E-2,9.116043091E-2,9.797426147E0
6.012410417E0,-8.352630615E-2,8.322692871E-2,9.787995758E0
6.022396417E0,-6.316864014E-2,7.379653931E-2,9.795180817E0
6.032382417E0,-7.723937988E-2,7.813751221E-2,9.794731750E0
6.042368417E0,-7.813751221E-2,8.936416626E-2,9.797126770E0
6.052354417E0,-7.918533325E-2,8.068222046E-2,9.802365875E0
6.062340417E0,-8.996292114E-2,8.681945801E-2,9.796378326E0
6.072326417E0,-7.768844604E-2,8.307723999E-2,9.798174591E0
6.082312417E0,-6.945556641E-2,7.634124756E-2,9.794432373E0
6.092298417E0,-7.065307617E-2,6.167175293E-2,9.794582062E0
6.102284417E0,-7.559280396E-2,8.637039185E-2,9.786349182E0
6.112270417E0,-8.098159790E-2,8.741821289E-2,9.796378326E0
6.122256417E0,-7.484436035E-2,8.577163696E-2,9.808203735E0
6.132242417E0,-6.706054688E-2,6.466552734E-2,9.796528015E0
6.142228417E0,-7.200027466E-2,7.559280396E-2,9.785750427E0
6.152214417E0,-7.454498291E-2,7.589218140E-2,9.797276459E0
6.162200417E0,-8.008346558E-2,7.110214233E-2,9.801018677E0
6.172187417E0,-6.885681152E-2,7.304809570E-2,9.787696381E0
6.182173417E0,-8.128097534E-2,7.259902954E-2,9.799821167E0
6.192159417E0,-7.454498291E-2,7.514373779E-2,9.810149689E0
6.202145417E0,-7.409591675E-2,7.828720093E-2,9.794731750E0
6.212131417E0,-7.783813477E-2,6.810836792E-2,9.788893890E0
6.222117417E0,-8.187973022E-2,7.244934082E-2,9.799072723E0
6.232103417E0,-6.915618896E-2,9.131011963E-2,9.793983307E0
6.242089417E0,-7.738906860E-2,7.574249268E-2,9.794132996E0
6.252075417E0,-7.843688965E-2,7.499404907E-2,9.806557159E0
6.262061417E0,-7.424560547E-2,7.589218140E-2,9.800569611E0
6.272047417E0,-6.945556641E-2,6.721023560E-2,9.799072723E0
6.282033417E0,-7.454498291E-2,8.846603394E-2,9.796977081E0
6.292019417E0,-7.873626709E-2,8.861572266E-2,9.791438599E0
6.302005417E0,-8.831634521E-2,7.993377686E-2,9.793833618E0
6.311991417E0,-7.065307617E-2,8.532257080E-2,9.804012451E0
6.321977417E0,-7.649093628E-2,7.708969116E-2,9.777816925E0
6.331963417E0,-7.274871826E-2,7.005432129E-2,9.792935486E0
